Episode,Kick_Speed,friction_patch,default_friction,loc_patch,size_patch,Rewards,Stop_Distance
361,28.58,0.72,0.7,44.21,23.2,-219.82,70.72
362,42.89,0.98,0.7,33.01,12.06,-72.44,41.61
363,63.21,0.5,0.7,58.54,16.6,-1065.41,-10.58
364,40.54,0.63,0.7,57.34,22.8,-66.01,40.79
365,44.75,0.52,0.7,75.02,27.58,-25.24,18.9
366,35.98,0.72,0.7,52.53,27.26,-181.54,57.66
367,36.39,0.72,0.7,55.7,17.11,-188.61,58.25
368,44.4,0.57,0.7,48.41,22.61,-21.76,22.98
369,23.91,0.57,0.7,56.53,23.66,-286.24,80.4
370,29.11,0.69,0.7,37.53,16.57,-273.94,69.58
371,42.9,0.62,0.7,54.74,20.56,-30.24,30.04
372,40.75,0.78,0.7,54.92,18.23,-106.64,50.69
373,38.43,0.71,0.7,43.65,30.64,-132.53,48.29
374,23.78,0.8,0.7,45.04,29.19,-341.96,78.9
375,46.26,0.77,0.7,41.53,23.39,-45.05,32.56
376,37.49,0.54,0.7,55.7,20.82,-146.46,49.66
377,25.4,0.57,0.7,75.24,21.85,-291.0,75.65
378,28.2,0.58,0.7,54.69,28.06,-283.69,75.16
379,42.16,0.78,0.7,50.91,24.53,-68.34,41.09
380,45.63,0.65,0.7,42.82,21.07,-14.89,21.32
381,57.59,0.82,0.7,49.72,25.63,-1024.3,-1.85
382,44.02,0.77,0.7,53.53,17.15,-75.19,41.95
383,41.08,0.63,0.7,47.48,26.03,-71.17,36.38
384,33.38,0.5,0.7,36.68,14.11,-207.61,64.72
385,24.38,0.62,0.7,67.95,20.67,-348.61,79.31
386,38.11,0.94,0.7,66.96,11.76,-176.05,62.2
387,50.46,0.77,0.7,68.75,22.88,-22.88,18.32
388,34.24,0.8,0.7,36.5,8.6,-196.86,58.94
389,33.58,0.7,0.7,46.05,24.29,-198.29,63.99
390,31.48,0.76,0.7,27.74,22.92,-180.86,62.6
391,41.5,0.48,0.7,38.57,31.25,-29.6,24.67
392,17.01,0.81,0.7,42.23,21.25,-385.7,91.45
393,41.51,0.66,0.7,54.51,17.6,-89.65,43.68
394,43.82,0.55,0.7,42.38,14.97,-26.24,23.97
395,39.07,0.87,0.7,54.41,31.27,-170.34,56.7
396,45.42,0.71,0.7,56.1,26.37,-49.02,33.18
397,49.02,0.56,0.7,33.01,16.54,0,7.13
398,37.47,0.74,0.7,62.69,23.03,-116.0,51.64
399,27.82,0.64,0.7,34.08,20.21,-248.03,72.73
400,45.29,0.66,0.7,41.53,22.36,-40.5,31.82
401,46.02,0.9,0.7,55.29,28.9,-78.28,42.33
402,51.66,0.69,0.7,62.11,13.09,-12.65,15.46
403,50.7,0.81,0.7,57.48,26.19,-24.45,18.71
404,33.77,0.7,0.7,43.37,16.96,-176.62,62.25
405,46.16,0.68,0.7,47.31,33.29,-18.01,22.1
406,28.32,0.58,0.7,52.49,18.5,-254.09,73.16
407,38.39,0.85,0.7,46.75,22.06,-107.72,50.8
408,42.71,0.68,0.7,68.14,19.05,-86.62,38.38
409,57.43,0.56,0.7,32.87,16.03,-1052.81,-10.13
410,45.22,0.84,0.7,50.36,20.9,-82.32,37.84
411,31.99,0.61,0.7,55.78,23.16,-185.17,62.95
412,37.71,0.93,0.7,58.09,21.55,-200.85,59.26
413,60.45,0.65,0.7,62.59,17.84,-1058.09,-10.54
414,46.67,0.64,0.7,50.26,16.34,-20.7,22.74
415,28.5,0.52,0.7,48.82,13.44,-221.11,70.82
416,42.52,0.9,0.7,45.72,21.22,-136.23,48.66
417,60.35,0.61,0.7,42.73,24.6,-1054.07,-10.38
418,16.64,0.35,0.7,70.84,25.38,-354.21,84.58
419,42.41,0.58,0.7,40.11,27.4,-64.37,35.44
420,47.79,0.53,0.7,37.58,22.11,0,9.11
421,41.4,0.65,0.7,52.12,17.5,-82.62,37.88
422,23.3,0.79,0.7,67.21,24.76,-293.64,80.87
423,21.85,0.8,0.7,55.91,18.82,-335.13,83.44
424,50.49,0.66,0.7,49.87,25.86,-44.92,4.07
425,39.66,0.44,0.7,43.7,22.44,-64.96,35.52
426,46.62,0.9,0.7,58.06,22.34,-68.92,36.07
427,29.56,0.75,0.7,45.12,24.4,-276.36,69.75
428,38.6,0.93,0.7,52.83,22.73,-139.17,53.89
429,44.18,0.81,0.7,74.13,28.73,-85.87,38.29
430,30.42,0.9,0.7,71.91,17.74,-248.65,72.78
431,19.44,0.42,0.7,39.69,17.84,-371.41,85.59
432,34.18,0.86,0.7,47.32,18.66,-185.93,63.01
433,31.14,0.61,0.7,56.07,12.98,-228.21,66.29
434,26.88,0.66,0.7,67.33,23.53,-291.69,75.69
435,31.04,0.61,0.7,29.24,27.28,-218.24,65.53
436,29.76,0.6,0.7,53.07,10.19,-214.61,70.34
437,29.02,0.84,0.7,36.82,17.0,-251.21,72.96
438,35.27,0.78,0.7,42.29,30.56,-203.51,59.48
439,57.42,0.67,0.7,67.34,27.55,-1047.23,-10.12
440,45.47,0.49,0.7,44.71,17.18,-27.41,19.41
441,29.09,1.01,0.7,54.25,20.8,-257.51,73.39
