Episode,Kick_Speed,friction_patch,default_friction,loc_patch,size_patch,Rewards,Stop_Distance
321,43.55,0.55,0.7,37.88,18.76,-48.71,28.19
322,39.89,0.7,0.7,38.71,21.46,-105.45,45.46
323,37.6,0.92,0.7,72.95,16.14,-193.34,58.64
324,54.36,0.63,0.7,59.86,21.56,-38.58,4.31
325,31.89,0.7,0.7,23.73,13.4,-212.27,65.08
326,11.97,0.78,0.7,54.42,17.72,-457.36,95.32
327,38.07,0.99,0.7,13.66,11.71,-101.15,50.12
328,56.85,0.61,0.7,42.69,23.68,-1032.27,-4.94
329,37.25,0.99,0.7,57.06,12.5,-182.9,57.77
330,41.0,0.63,0.7,56.78,22.41,-88.52,43.55
331,57.19,0.81,0.7,44.66,16.79,-1025.52,-2.01
332,58.85,0.73,0.7,58.03,18.97,-1043.69,-10.06
333,26.92,0.58,0.7,43.45,19.98,-334.48,78.43
334,18.64,0.74,0.7,49.38,21.55,-399.86,87.23
335,24.17,0.8,0.7,47.59,15.53,-288.72,80.56
336,21.79,0.73,0.7,56.04,18.61,-364.4,85.18
337,44.12,0.69,0.7,66.72,20.01,-64.67,40.61
338,40.34,0.79,0.7,67.2,18.25,-127.82,47.82
339,39.49,0.73,0.7,40.03,15.25,-120.71,47.09
340,43.37,0.72,0.7,36.42,22.62,-93.84,39.27
341,41.42,0.81,0.7,55.69,5.01,-90.7,43.8
342,27.62,0.86,0.7,53.25,14.73,-263.13,73.78
343,11.75,0.78,0.7,26.46,22.73,-462.99,95.61
344,38.31,0.88,0.7,35.45,22.21,-124.17,47.45
345,24.04,0.86,0.7,27.65,28.59,-299.5,81.24
346,46.56,0.68,0.7,76.71,22.3,-33.04,25.35
347,33.12,0.58,0.7,55.03,17.99,-195.45,58.82
348,44.45,0.68,0.7,41.95,18.69,-52.83,33.76
349,28.07,1.05,0.7,54.95,18.26,-287.03,75.38
350,37.24,0.47,0.7,63.62,24.84,-87.96,38.55
351,36.17,0.39,0.7,78.37,21.67,-94.68,39.37
352,48.33,0.59,0.7,39.29,22.29,-12.97,15.56
353,28.27,0.79,0.7,38.26,20.06,-248.42,72.76
354,27.85,0.84,0.7,79.16,15.8,-298.7,76.15
355,39.13,0.57,0.7,62.45,23.34,-70.47,36.28
356,15.07,0.63,0.7,47.53,18.24,-408.17,92.69
357,46.29,0.74,0.7,37.73,21.74,-31.67,30.3
358,51.24,0.75,0.7,33.73,15.02,-10.19,20.06
359,45.16,0.76,0.7,52.2,31.76,-93.86,39.27
360,57.27,0.67,0.7,39.17,25.88,-1030.61,-4.15
361,30.27,0.8,0.7,52.62,24.46,-263.25,73.79
362,50.65,0.53,0.7,61.21,15.71,-0.38,10.25
363,30.01,0.77,0.7,67.72,28.32,-277.75,69.84
364,39.53,0.55,0.7,42.99,16.09,-105.74,45.49
365,34.1,0.81,0.7,39.91,13.94,-164.89,61.27
366,57.3,0.97,0.7,59.64,17.47,0,9.6
367,28.52,0.78,0.7,37.41,12.39,-252.51,73.05
368,24.52,0.75,0.7,48.14,19.7,-349.43,79.36
369,50.93,0.9,0.7,42.73,8.72,-25.6,18.99
370,33.26,0.7,0.7,54.84,17.75,-209.78,59.98
371,58.41,0.8,0.7,55.94,14.89,-1034.3,-5.92
372,36.46,0.92,0.7,52.8,15.36,-204.19,59.53
373,57.24,0.68,0.7,61.54,13.92,-1031.11,-5.38
374,46.4,0.6,0.7,55.88,24.51,-26.38,24.0
375,37.79,0.63,0.7,37.17,18.17,-143.33,54.27
376,37.76,0.84,0.7,69.17,19.1,-198.87,59.1
377,44.23,0.83,0.7,62.42,12.88,-74.75,41.9
378,40.51,0.85,0.7,54.83,18.62,-146.75,49.69
379,45.3,0.82,0.7,39.25,13.82,-86.06,38.31
380,47.17,0.85,0.7,71.14,15.72,-39.82,31.71
381,28.13,0.41,0.7,35.52,18.07,-225.29,71.12
382,28.57,0.93,0.7,41.69,13.06,-277.94,74.78
383,43.07,0.73,0.7,62.52,18.49,-97.67,39.72
384,59.54,0.73,0.7,41.55,24.89,-1039.35,-8.76
385,40.17,0.82,0.7,73.08,20.26,-112.27,51.27
386,38.98,0.79,0.7,46.82,21.51,-107.82,50.81
387,48.03,0.75,0.7,45.39,18.18,-26.2,23.96
388,47.43,0.57,0.7,54.5,18.41,-22.64,23.18
389,49.64,0.52,0.7,50.5,22.26,0,7.79
390,49.56,0.68,0.7,40.42,13.91,-12.9,20.8
391,51.18,0.79,0.7,35.39,20.23,-22.1,18.13
392,38.15,0.45,0.7,47.42,22.85,-89.34,43.65
393,28.96,0.74,0.7,60.59,12.6,-257.19,73.37
394,56.43,1.05,0.7,41.98,9.5,0,8.88
395,27.15,0.97,0.7,59.29,23.26,-333.23,78.35
396,51.57,0.73,0.7,38.31,19.43,-15.8,16.42
397,41.14,0.69,0.7,25.73,23.64,-107.35,45.67
398,34.79,0.58,0.7,49.48,25.82,-183.58,57.83
399,38.55,0.64,0.7,60.11,27.62,-114.59,46.45
400,33.8,0.56,0.7,43.86,13.15,-186.94,63.09
401,35.93,0.62,0.7,49.38,18.65,-165.03,56.23
402,30.03,0.74,0.7,29.33,20.27,-235.65,71.86
403,29.94,0.65,0.7,64.56,12.93,-226.41,71.2
404,37.71,0.59,0.7,55.68,16.98,-141.58,54.11
405,39.69,0.54,0.7,51.82,20.47,-68.46,41.1
406,38.59,0.93,0.7,38.83,17.46,-125.25,52.55
407,27.37,0.72,0.7,38.66,20.5,-251.39,72.97
408,26.56,0.61,0.7,36.75,18.84,-323.22,77.72
409,38.84,0.86,0.7,55.47,30.02,-134.35,53.43
410,26.05,0.83,0.7,42.04,17.01,-317.76,77.38
411,36.05,0.66,0.7,60.22,18.38,-171.11,56.76
412,51.4,0.9,0.7,63.78,19.7,-22.67,23.18
413,22.28,1.01,0.7,40.89,25.85,-354.89,84.62
414,14.19,0.72,0.7,36.99,24.48,-402.84,92.4
415,43.44,0.68,0.7,65.16,22.8,-72.66,36.58
416,34.74,0.52,0.7,36.96,17.38,-178.26,62.38
417,33.27,0.4,0.7,50.67,15.85,-183.08,57.79
418,48.63,0.82,0.7,42.25,26.39,-40.79,31.87
419,38.43,0.84,0.7,48.51,25.29,-187.96,58.2
