Episode,Kick_Speed,friction,variance_friction,Rewards,Stop_Distance
556,38.1,0.6,0.1,-147.57,49.77
557,22.49,0.78,0.15,-317.31,82.35
558,30.86,0.8,0.23,-161.09,60.95
559,22.52,0.85,0.21,-310.46,81.93
560,29.56,0.67,0.27,-175.01,57.1
561,62.31,0.91,0.19,-1019.8,-0.18
562,34.11,0.66,0.24,-126.62,47.7
563,30.2,0.82,0.17,-245.59,67.57
564,48.0,0.7,0.25,-67.98,3.43
565,49.29,0.84,0.15,-26.78,24.08
566,23.81,0.63,0.25,-268.67,74.15
567,26.02,0.7,0.14,-304.48,76.53
568,27.81,0.88,0.14,-333.23,78.35
569,55.7,0.92,0.11,-16.12,21.63
570,38.31,0.75,0.18,-88.72,43.57
571,44.03,0.8,0.23,-11.94,20.54
572,21.7,0.7,0.28,-314.59,82.19
573,54.94,0.61,0.13,-1013.14,-0.01
574,24.23,0.71,0.18,-316.27,77.28
575,39.68,0.58,0.24,-34.88,25.71
576,41.77,0.61,0.21,-25.83,23.88
577,40.39,0.54,0.22,-26.51,19.2
578,41.4,0.67,0.23,-14.25,21.16
579,37.11,0.85,0.16,-145.76,54.5
580,44.91,0.9,0.22,-44.28,27.43
581,39.82,0.56,0.27,-11.46,15.07
582,59.73,0.53,0.29,-1040.81,-0.24
583,22.25,0.62,0.21,-336.77,78.57
584,57.66,0.69,0.26,-1018.3,-0.1
585,21.24,0.6,0.16,-338.28,78.67
586,40.02,0.81,0.13,-115.37,51.58
587,52.46,0.78,0.18,-51.15,28.59
588,48.54,0.56,0.12,-14.15,21.13
589,56.3,0.64,0.1,0,5.98
590,33.43,0.43,0.1,-140.63,49.1
591,38.88,0.82,0.21,-111.91,46.16
592,29.95,0.49,0.25,-146.69,54.58
593,30.67,0.69,0.14,-248.27,67.76
594,53.73,0.8,0.23,-29.19,4.74
595,59.13,0.59,0.12,-269.56,1.28
596,55.03,0.65,0.28,-149.01,2.2
597,26.03,0.74,0.13,-312.31,77.03
